Code,Title,DMsGuild,Levels,Runtime,Magic Item,Magic Item Flavor,Story Award Title,Story Award Description,Spellbook,Locations,Series,Notes
CCC-TRI-16,"Ph'theev, the Despondent",https://www.dmsguild.com/product/252563/CCCTRI16-Phtheev-the-Despondent-Part-One-of-the-Psionic-Menace-Series,1-4,4,Immovable Rod,"Immovable Rod
This rod is a beautifully crafted collector’s item made of jet-black obsidian, with veins of bright purple crystal and golden filigree.",,,,"Hillsfar, Underdark",Psionic Menace,
CCC-TRI-17,"Ph'teev, Unbound!",https://www.dmsguild.com/product/252565/CCCTRI17-Phtheev-Unbound-Part-Two-of-the-Psionic-Menace-Series,1-4,4,Weapon +1 (Glaive),"Weapon +1 (Glaive)
Despite appearing to be a chalk drawing filled with gaps due to the rough surface it was drawn on, it is solid all the way through, though it does feel chalky, and leaves chalk residue when touched.",,,,Underdark,Psionic Menace,
CCC-TRI-18,Pros & Cons,https://www.dmsguild.com/product/252566/CCCTRI18-Pros--Cons-An-Original-Adventure-by-The-Role-Initiative,1-4,2,"Wand of Conducting
Potion of Climbing
Potion of Healing
Spell Scroll of Magic Stone","Wand of Conducting
This thin, ivory wand is just under a foot long, with a black, egg-shaped stone grip.",Mark of Attendance,"Mark of Attendance
This small, brightly colored metal pin marks the bearer as having attended the famous Eastern Moonsea Adventuring Convention. While not useful in a practical sense, it is highly coveted, and affords the bearer bragging rights over peers without it.",,Elmwood,,
CCC-TRI-19,Dead Men's Tales,https://www.dmsguild.com/product/247439/CCCTRI19-Dead-Mens-Tales-Part-One-of-the-Dead-Men-Series,1-4,4,"Shield +1
Ammunition +1 (Bolt)
Potion of Healing","Shield +1 (Shield of the Salty Griffon)
This magical shield is made from the polished shell of a giant oyster.
neat art in adventure",,,,Water,Dead Men (1),
CCC-TRI-20,Breaking Yûlash,https://www.dmsguild.com/product/299817/CCCTRI20-Breaking-Yulash-Part-Five-of-the-Yulash-Series,11-16,4,"Wand of Polymorph
Potion of Greater Healing
Spell Scroll of Blight
Spell Scroll of Fabricate",,Shots Fired,"Shots Fired
You have committed an act of war against the Zhentarim by killing a spy while working for First Lord Yestral. This story reward may come into play in the future.",,Yulash,Yulash (5),
CCC-TRI-21,The Rifts of Madness ,https://www.dmsguild.com/product/299821/CCCTRI21-The-Rifts-of-Madness-Part-Six-of-the-Yulash-Series,11-16,4,"Armor of Resistance (Psychic, Scale Mail)
Potion of Superior Healing
Spell Scroll of Plane Shift
Spell Scroll of Mass Healing Word
Spell Scroll of Immolation","Armor of Resistance (Scale Mail, Psychic)
This armor is made out of an organic hardened resin similar to amber. When this armor’s psychic resistance is used, you are wracked with terrible nightmares of unfathomable creatures that evening.",,,,"Yulash, Far Realm",Yulash (6),
CCC-TRI-22,On the Baron's Trail,https://www.dmsguild.com/product/277951/CCCTRI22-On-the-Barons-Trail-Part-One-of-the-Storm-Series,11-16,4,"Bag of Devouring
Potion of Longevity
Spell Scroll of Sickening Radiance","Bag of Devouring
The bag is covered in giant runes and bears the smiling face of a stone giant. The bag seems to vibrate when it is within 120 ft. of its favorite organic material: Dragon.",,,,Hulburg,Storm Herald,
CCC-TRI-23,Sub Rosa ,https://www.dmsguild.com/product/277955/CCCTRI23-Sub-Rosa-Part-Two-of-the-Storm-Series,11-16,4,"Armor +2 (Studded Leather)
Potion of Invisibility
Spell Scroll of Skill Empowerment","Armor +2 (Studded Leather)
This set of sky blue magical studded leather armor once belonged to a cloud giant resident of Skyelinjeheim. It resizes to fit its wearer, and images of translucent white clouds drift slowly across the armor constantly.","Just Rewards
Relentless","Just Rewards
You have handled the exploration of the ruins and the pursuit of the baron and Selise with delicacy, ingenuity, and care. This may have a benefit in a future adventure.

Relentless
Nothing could stand in your way from staying on the trail of The Baron and Selise, and everything that tried to surely regrets it. This may have a benefit in a future adventure.",,Galena Mountains,Storm Herald,
CCC-TRI-24,Knight Errand,https://www.dmsguild.com/product/277957/CCCTRI24-Knight-Errand-Part-Three-of-the-Storm-Series,11-16,4,"Manual of Gainful Exercise
Potion of Superior Healing
Spell Scroll of Geas","Manual of Gainful Exercise
This leather-bound book is emblazoned with a crimson red chess piece, the knight. The inside of the manual describes hundreds of training regiments for warfare and self-defense, ingraining some of them into your mind as the magic within is used.",,,"Giant Spellbook
This spellbook contains investiture of stone, thunder step, and whirlwind. While written in Elvish, a giant child has drawn runes all over it, and those you can read have drawings around them like a coloring book.",Thar,Storm Herald,
CCC-TRI-25,Dead Men's Treasure,https://www.dmsguild.com/product/258129/CCCTRI25-Dead-Mens-Treasure-Part-Two-of-the-Dead-Men-Series,5-10,4,"Instrument of the Bards (Cli Lyre)
Potion of Superior Healing
Potion of Climbing
Spell Scroll of Stinking Cloud","Instrument of the Bards (Cli Lyre)
An expertly crafted lyre embossed with dark mother-of-pearl stingrays.


",,,,"Abigail's Cove, Water",Dead Men (2),
CCC-TRI-26,Touch the Stars,https://www.dmsguild.com/product/305254/CCCTRI26-Touch-the-Stars-Part-One-of-the-Siege-of-the-Yellow-Rose,1-4,4,"Boots of Striding and Springing
Shadowneedle
Potion of Healing
Scroll of Cause Fear","Boots of Striding and Springing
These tall, leather boots are wrapped in fur tied on with brightly dyed rawhide. They expand or contract to fit the wearer snugly, giving the wearer a sense of sure-footedness in snowy or icy terrain (there is no mechanical benefit to this).",,,,Monastery of the Yellow Rose,Siege of the Yellow Rose,
CCC-TRI-27,In the Vault of Stars,https://www.dmsguild.com/product/305272/CCCTRI27-In-the-Vault-of-Stars-Part-Two-of-the-Siege-of-the-Yellow-Rose,5-10,4,Weapon +2 (Greatsword),"Weapon +2 (Greatsword) (Githyanki Greater Silver Sword)
(cannot be attuned by anyone except the original wielder)
This is a +2 silvered greatsword that, when grasped, tries to talk to the wielder but is unable to and no ability or magic allows the wielder to speak to it. It will only speak to the original wielder.",,,,Monastery of the Yellow Rose,Siege of the Yellow Rose,
CCC-TRI-28,Siege of the Yellow Rose,https://www.dmsguild.com/product/305273/CCCTRI28-Siege-of-the-Yellow-Rose-Part-Three-of-the-Siege-of-the-Yellow-Rose-Series,11-16,4,Robe of Stars,"Robe of Stars (Cosmic Chasuble)
An exquisite ritual gown, this deep blue garment is covered in finely detailed embroidery depicting suns, stars, moons, planets and other heavenly bodies. At night, these embroidered ornaments swirl and whirl, traveling slowly across the robe’s fibers. If you sleep in it, you dream of far worlds and alien landscapes.",,,,Monastery of the Yellow Rose,Siege of the Yellow Rose,
CCC-TRI-29,Tidefall,https://www.dmsguild.com/product/278015/CCCTRI29-Tidefall,11-16,4,"Weapon +3 (Dagger)
Potion of Heroism","Weapon +3 (Dagger)
This white dagger has barnacles and silver shells on its handle, and sea-green lines of emerald sea foam curling along the edge of the blade up to a barbed point. While owned, the bearer becomes obsessed with material wealth above all else. Rumors hold that this may have been one of the tips of the original elemental weapon, Drown.",,,,Phlan,,
CCC-TRI-30,Remnants of a Dream,https://www.dmsguild.com/product/278016/CCCTRI30-Remnants-of-a-Dream,1-2,5 x 1 hour,Cloak of Many Fashions,"Cloak of Many Fashions
While not worn, this cloak reverts to a turquoise cape sized for a gnome.","My Hewo! Have a cookie!
Busted!","My Hewo! Have a cookie!
Katia, the young girl you rescued from the cultists now considers you her hero and her “bestest friend.” Whenever you enter the docks of Hillsfar, there is a 50% chance that the 5-year old will bound up to you, and exclaim that “You! You my hewo! Have cookie?” and offer you one of her gingerbread cookies.

Busted!
A member of your party swiped something from the warehouse you were supposed to guard. The magistrate found that you were all culpable for the theft. Any payment for services rendered were reclaimed and the group of you were thrown in jail. 
    Additionally, you now have a criminal record in Hillsfar. This may work to your disadvantage in the future.","Traveling Spellbook
Much of this old leather-bound book is ruined, pages lost to rot over the years. However, a wizard may attempt to copy the following spells into their spell book.
1st : absorb elements, burning hands, ice knife
2nd : continual flame",Hillsfar,Fire and Steel Resurgent (1),
CCC-TRI-31,Out of Time,https://www.dmsguild.com/product/278017/CCCTRI31-Out-of-Time,5-10,4,"Dimensional Shackles
Spell Scroll of Stone Shape","Dimensional Shackles
This set of shackles is unfinished. The left manacle is intricately decorated, but the right is made of roughly-hammered metal.","Emnity of the Stouthammers
Friends in Hot Places","Emnity of the Stouthammers
There may have been extenuating circumstances, but your part in the death of the Stouthammer garrison has earned you the enmity of their clan. You are not welcome at the Everforge, and any Stouthammer dwarf you meet in the world will consider you a foe.

Friends in Hot Places
Your actions today have earned you the gratitude of a very powerful creature. Should you ever find yourself back on the Elemental Plane of Fire and visiting the City of Brass, you will be welcomed as a friend.",,"Hulburg, Galena Mountains, Elemental Plane of Fire",,
CCC-TRI-32,Casks and Caskets,https://www.dmsguild.com/product/278018/CCCTRI32-Casks-and-Caskets-Part-One-of-the-DAGGR-Series,1-4,2,"Amulet of Proof Against Detection and Location
Potion of Healing","Amulet of Proof Against Detection and Location
This small medallion depicts a stylized eclipse: a smooth black onyx surrounded by bronze sun rays.",Known to the Daggers,"Known to the Daggers
If any of the Daggers escaped the final battle, all of the characters whose faces were not wholly or partially covered gain this story award, making it harder for them to disguise themselves from the Daggers.",,Mulmaster,Daggers of Lathander (1),
CCC-TRI-33,Matters of Life and Death,https://www.dmsguild.com/product/278019/CCCTRI33-Matters-of-Life-and-Death-Part-Two-of-the-DAGGR-Series,1-4,2,Ring of Mind Shielding,"Ring of Mind Shielding
This gold ring bears an intricate pattern of polished gems that vaguely resembles a human brain.",,,,Mulmaster,Daggers of Lathander (2),
CCC-TRI-34,Rise of the Sea Dragon,https://www.dmsguild.com/product/284078/CCCTRI34-Rise-of-the-Sea-Dragon-Part-Three-of-the-Dead-Men-Series,5-10,2,"Weapon of Warning (Trident)
Candle of the Deep
Potion of Superior Healing","Weapon of Warning (Trident)
This white trident is fashioned from whale bones, laced together with dried tendons

Candle of the Deep
This 3-inch long candle made using green, red, blue, and yellow ribbons of wax.

Potion of Superior Healing
The potion is contained in an old, leather boot with a large cork stopper.",Mark of the Dead,"Mark of the Dead
Either Abigail or Peaches explains that Captain Dread Red offers to tattoo each party member with the mark of his crew (the symbol for this adventure saga). If they agree, a jittering zombie with long, white hair, a bulging and blind right eye, and a wooden peg leg staggers up to them carrying a tattoo kit: a small hammer, a needle that resembles an icepick, and a bottle of black ink. The tattoo process isn’t painful, the design is clean, and it can be placed anywhere on the body. 
    The Mark of the Dead may grant a character special conditions in future Dead Men’s Tales adventures.",,Water,Dead Men (3),
CCC-TTS-1 ,Three Moles for Father Octavius,https://www.dmsguild.com/product/299061/CCCTTS1-Three-Moles-for-Father-Octavius,1-4,2,Goggles of Night,"Goggles of Night
A pair of mining goggles still in very good repair, that are actually magical.",The Freedom of Kennan’s Cove,"The Freedom of Kennan’s Cove
You are always welcome to stay in Kennan’s Cove and a bed will always be found for you if you pass this way.",,,,
CCC-TTS-3,Heart of the Storm,https://www.dmsguild.com/product/297746/CCCTTS3-Heart-of-the-Storm,1-4,2,Decanter of Endless Water,"Decanter of Endless Water
This tube made of ancient mithril is inscribed with images of sea creatures and bears marks of fine elven craftsmanship. It hums with arcane energy and, when held close to water, causes minor ripples along its surface.",Savior of the Golden Trout,"Savior of the Golden Trout
Having saved the local heroes, you have gained celebrity status. Thentians are more than happy to provide you with free lodgings and food. Additionally, thanks to your intervention, the Golden Trout adventuring party is still in business – they will be more than happy to assist you should you run into them again in future adventures.",,Thentia,,
CCC-TXLIFE-01,House of Masks,https://www.dmsguild.com/product/335282/House-of-Masks-CCCTXLIFE01,,,,,,,,,Spies Below the Moonsea,
CCC-UBCON01-01 ,Back Home Again,https://www.dmsguild.com/product/315765/CCCUBCON0101-Back-Home-Again,,,,,,,,,,
CCC-UBCON01-03,Grime and Gears ,https://www.dmsguild.com/product/315768/CCCUBCON0103-Grime-and-Gears,,,,,,,,,,
CCC-UBCON2020-02,Realm of the Brand,https://www.dmsguild.com/product/315872/CCCUBCON202002Realm-of-the-Brand,,,,,,,,,,
CCC-UCON-01,Blood & Fog,https://www.dmsguild.com/product/200484/CCCUCON01-Blood--Fog,5-10,4,"Berserker Axe (Flail)
Potion of Greater Healing","Berserker Axe (Flail)
This battered flail is notched and covered in a patina of rust and dried blood. While wielding this flail you have advantage on Wisdom (Survival) checks made to track humanoids. Due to your intense desire to retain the flail, it costs an extra 30 downtime days to trade away as you experience severe withdrawal from its powers.",I Got a Puppy!,"I Got a Puppy!
You chose to keep the wolf puppy that was trapped in the gnoll camp deep inside the Quivering Forest. It is incredibly friendly and knows a few tricks; sometimes it even brings you small presents like sticks, stones, or a dead animal. This silver-haired wolf pup never howls at the moon, but does love to play in the woods and wander through heavy fogs whenever possible. This is a non-combat pet and is intended for roleplay purposes only.",,Quivering Forest,,pet story award
CCC-UCON02-01,The Goat Mayor,https://www.dmsguild.com/product/341178/CCCUCON0201-The-Goat-Mayor,1-4,2-4,"Helm of Comprehending Languages
Potion of Healing","Tricorn Hat of Comprehend Languages (Helm of Comprehend Languages)
The fine felt tricorn hat is made of woolen felt, dyed dark blue with golden thread embroidery. The brim is lined with many white feathers. While wearing it, you cancast comprehend languages at will and speak with a slight sylvan accent.",,,,Basht,,
CCC-UCON02-02,Rescue Down Under,https://www.dmsguild.com/product/337260/CCCUCON0202-Rescue-Down-Under,,,,,,,,,,
CCC-UCON03 ,The Straw Bears,https://www.dmsguild.com/product/341504/CCCUCON03-The-Straw-Bears,,,,,,,,,,
CCC-UK-1,Call of the Elvenflow,https://www.dmsguild.com/product/253816/CCCUK1-Call-of-the-Elvenflow,1-4,4,"Dust of Dryness
Potion of Healing","Dust of Dryness
This hessian pouch contains powdered butternut husks from the hamlet of Buttergroves. As you open the pouch, the mouthwatering aroma of fried fish fills the air around you.",Blessing of the Hexad,"Blessing of the Hexad
Your kind and considerate treatment of those less fortunate than you have earned you the blessing of the Hexad. You can draw a line through this award when playing CCC-UK2: The Wayward Wives to gain inspiration.",,Cormanthor Forest,,the pretty covers
CCC-UK-2,The Wayward Wives,https://www.dmsguild.com/product/253817/CCCUK2-The-Wayward-Wives,1-4,4,"Broom of Flying
Potion of Healing
Spell Scroll of Remove Curse","Broom of Flying
Drowned Sal’s flying broomstick is covered in wet moss that magically regrows each morning. When you carry it on your person, you suffer the uncomfortable side effect of occasionally belching up swamp water.",Witchfinder,"Witchfinder
You rid the village of Wayward of a troublesome hag. If you report your triumph to the local lord, Bourne of Candles, you may acquire a reward. ",,,,
CCC-UK-3,The Tainted Grove,https://www.dmsguild.com/product/283656/CCCUK3-The-Tainted-Grove,1-4,4,"Dust of Disappearance
Potion of Healing",,Local Hero,"Local Hero
If the characters save Mother Aedwen, they are asked to report their success to the Bourne of Candles, who appears in the next CCC adventure: CCC-UK4: Bourne of Candles.",,Cormanthor Forest,,
CCC-UK-4,Bourne of Candles,https://www.dmsguild.com/product/283657/CCCUK4-Bourne-of-Candles,1-4,4,"Cloak of the Manta Ray
Potion of Water Breathing","Cloak of the Manta Ray
This wet oilskin cape has strands of crystal and coral hanging from the front.","Friend of the Bourne
Knight of the Elvenflow Estuary","Friend of the Bourne
For returning Lady Lenedriel to Bourne Casrob, he forever treats you as a trusted friend and ally. He always grants you an audience and listens favorably to your requests.

Knight of the Elvenflow Estuary
For your services to the folk of the Elvenflow Estuary, the Bourne of Candles has dubbed you as a knight of one of the following villages: Buttergroves, Wayward, or Moonfern Ford. You are now treated as a hero of the Evenflow Estuary. This award does not confer any mechanical benefits or retainers, though it may impact further storylines set in this area.",,Northkeep,,
CCC-UNITE-05,House of Moonlight,https://www.dmsguild.com/product/298232/House-of-Moonlight-CCCUNITE05-,5-10,4,"Wand of Web
Moon-Touched Sword (Rapier)","Moon-Touched Sword (Rapier) (Rapier of the Dark Tongue)
In darkness, the unsheathed blade of this sword sheds moonlight, creating bright light in a 15-foot radius and dim light for an additional 15 feet.","Knowledge of House Tor’Erhyl
Drawn to the Wheel","Knowledge of House Tor’Erhyl
You have gained some insight or secret of a drow house. Other houses of the Zethlentyn Protectorate may find this valuable. This award has no immediate mechanical effect.

Drawn to the Wheel
You have received a vision of a great magic item at the bottom of the Axcelon mine. You sense that it is a powerful weapon. This award has no immediate mechanical effect.",,Underdark,Spies Below the Moonsea,
CCC-UNITE-AN-04,Sisterhood of the Blade,https://www.dmsguild.com/product/295614/Sisterhood-of-the-Blade-CCCUNITEAN04,1-4,2,"Lantern of Revealing
Mystery Key","Mystery Key
A question mark is worked into the head of this key",Mark of the Sisterhood,"You have earned some favor with the Sisterhood of the Blade bounty hunting organization. By trading in this mark to a member of the sisterhood, you get their attention and some measure of cooperation. Benefits bestowed are detailed in adventures featuring the sisterhood and remain unknown until the mark is used.",,,Sisterhood of the Blade,
CCC-UNITE-GD-01,House of Diamonds,https://www.dmsguild.com/product/335286/House-of-Diamonds-CCCUNITEGD01,,,,,,,,,Spies Below the Moonsea,
CCC-VOTE-01-01,A Small Trifle,https://www.dmsguild.com/product/312580/CCCVOTE0101-A-Small-Trifle,5-10,4,"Weapon of Warning (Javelin)
Erstaz Eye","Weapon of Warning
This magical javelin resembles a giant hairpin made of purple wood, with a fist-sized jet at its head. Players who have experienced “DDEX-01- 08 Tales Trees Tell” recognize it as the same sort of item that pinned a villager to the town post, and may even recall it acts as a scrying sensor for Jeny Greenteeth. Warnings of danger come in Jeny’s voice, shouting that they should prepare for battle. Whether it is the weapon shouting or Jeny herself, it is hard to divine. 
    The bearer feels a sense of distaste when in contact with the item, and continues to sense discomfort while bearing it.

Erstaz Eye
This item resembles a jelly-filled natural eye with a vibrant green iris. In the presence of fey creatures, it glows faintly in this green when such creatures are within 120 feet of it. This glowing is noticeable to those gazing into the eyes of the wearer, and it distorts color in one field of vision for the wearer when glowing.",Banned: Stygia,"Banned: Stygia
The frozen, inhospitable wilderness of Stygia is home to many vile creatures as well as an uncountable number from the Material Plane. Desperate criminals and those condemned to death may pray to Levistus, the ruler of Stygia, for freedom; should he answer, they are transported here. For reasons known only to you and him, you are forever banned from setting foot within Stygia. Perhaps you redeemed too many souls, or maybe you were discovered to be in league with Geryon, the former ruler of this realm; regardless, Levistus has closed this later of the Nine Hells to you. You can’t participate in further adventures in this place. 
    A character with this story award may visit other areas of the Nine Hells but has been banned from Stygia.","Mage's Spellbook
cantrip : fire bolt, light, mage hand, prestidigitation
1st : detect magic, mage armor, magic missile, shield
2nd : misty step, suggestion.
3rd : counterspell, fireball, fly
4th : greater invisibility, ice storm
5th : cone of cold",Quivering Forest,,
CCC-WWC-01,In the Face of Fear ,https://www.dmsguild.com/product/240678/CCCWWC01-In-the-Face-of-Fear,1-4,2,"Wand of Magic Missiles
Potion of Healing","Wand of Magic Missiles
This unremarkable wand resembles a crooked piece of dried driftwood one foot in length. In spite of its frail appearance and light weight, it is quite solid.","Courage in the Face of Fear
Courage in the Face of Fear (Downtime)
Inspired by Torm","Courage in the Face of Fear
You displayed tremendous courage while retrieving the Tenet of Fear from its hiding place deep within the wilds of Thar. Malana Homwell has noted your bravery and is impressed by your actions.

Courage in the Face of Fear (Downtime)
Priestess Malana Homwell is always on the lookout for those who exhibit the qualities of Torm. Your extraordinary virtuousness has caught her eye, and she offers to teach you the beliefs of Torm. You may spend 5 downtime days to study at the Helping Hand temple. When your instruction ends, you earn the Inspired by Torm story award below.

Inspired by Torm
The teachings of Torm have shown you a better way to live your life. While you may not worship the deity directly, you have come to appreciate Torm’s commitment to duty, loyalty, and courage, and you do your best to incorporate these qualities into you own life. While this story award may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Thar,Tenets of Bane,
CCC-WWC-02,Dark Waters of Hate ,https://www.dmsguild.com/product/240679/CCCWWC02-Dark-Waters-of-Hate,1-4,2,"Trident of Fish Command
Potion of Healing
Potion of Water Breathing","Trident of Fish Command
This ornage trident is made from solid bone. Its shaft is covered in carvings of fish and other sea creatures. In spite of its time underwater, it is not stained and shows no signs of wear.","Mercy for the Merfolk King
Mercy for the Merfolk King (Downtime)
Inspired by Torm","Mercy for the Merfolk King
You displayed kindness by helping King Garnon’s spirit find eternal rest. Malana Homwell has noted your compassion and is impressed by your actions.

Mercy for the Merfolk King (Downtime)
Priestess Malana Homwell is always on the lookout for those who exhibit the qualities of Torm. Your extraordinary virtuousness has caught her eye, and she offers to teach you the beliefs of Torm. You may spend 5 downtime days to study at the Helping Hand temple. When your instruction ends, you earn the Inspired by Torm story award below.

Inspired by Torm
The teachings of Torm have shown you a better way to live your life. While you may not worship the deity directly, you have come to appreciate Torm’s commitment to duty, loyalty, and courage, and you do your best to incorporate these qualities into you own life. While this story award may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Water,Tenets of Bane,
CCC-WWC-03,Tyrant of the Forgotten Forge,https://www.dmsguild.com/product/240680/CCCWWC03-Tyrant-of-the-Forgotten-Forge,1-4,2,Bag of Holding,"Bag of Holding
This worn bag is made from unusual black leather. Its drawstrinks seem to be woven from many long strands of white hair.","Worthy Sacrifice
Worthy Sacrifice (Downtime)
Inspired by Torm","Worthy Sacrifice
You willingly sacrificed yourself to achieve your goal and protect your companions. Malana Homwell has learned of your deed and is impressed by your actions.

Worthy Sacrifice (Downtime)
Priestess Malana Homwell is always on the lookout for those who exhibit the qualities of Torm. Your extraordinary virtuousness has caught her eye, and she offers to teach you the beliefs of Torm. You may spend 5 downtime days to study at the Helping Hand temple. When your instruction ends, you earn the Inspired by Torm story award below.

Inspired by Torm
The teachings of Torm have shown you a better way to live your life. While you may not worship the deity directly, you have come to appreciate Torm’s commitment to duty, loyalty, and courage, and you do your best to incorporate these qualities into you own life. While this story award may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Galena Mountains,Tenets of Bane,
CCC-WWC-04,The Black Hand,https://www.dmsguild.com/product/240681/CCCWWC04-The-Black-Hand,1-4,4,"Cloak of Protection
Potion of Healing
Potion of Giant Strength (Hill)","Cloak of Protection
This crimson cloak is made of heavy wool. It conains black edging and an interior of amber silk. Its golden clasp resembles two interlocking hands.",,,,Thentia,Tenets of Bane,
CCC-WWC-05,Tyrant of Orcs,https://www.dmsguild.com/product/298149/CCCWWC05-Tyrant-of-Orcs,5-10,2,"Ring of Warmth
Potion of Invulnerability","Ring of Warmth
This band of this ring is made of unblemished silver that is slightly cool to the touch.","Torm’s Honor
Touched by Torm","Torm’s Honor
You fought with honor and defeated the orc leader, Mace the Dreadful, sparing his life. In addition, you managed to retrieve the Tenet of Tyranny and deliver it to Malana Homwell. The priestess is impressed by your dedication to Torm’s ways.

Touched by Torm
Your dedication to Torm’s ways has impressed Malana Homwell and others in the church of Torm. As a result, you are invited for an intense period of study, prayer, and reflection at the Temple of Torm’s Coming in Tantras. If you choose to attend, you emerged with a deep connection to Torm and his beliefs. You feel as though the deity has touched your very being, but what this means for your future is still unclear.
    Important: This story award is only available to characters with the Torm’s Honor, Torm’s Compassion, Torm’s Duty, and Inspired by Torm story awards. While it may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Galena Mountains,Tenets of Bane,
CCC-WWC-06,The Fear of Fiends,https://www.dmsguild.com/product/298151/CCCWWC06-The-Fear-of-Fiends,5-10,2,"Brooch of Shielding
Spell Scroll of Feather Fall
Spell Scroll of Silence","Brooch of Shielding
This white metal brooch depicts the white raised hand of Torm. You have resistance to force damage, and immunity to the magic missile spell, while you wear it.","Torm’s Compassion
Touched by Torm","Torm’s Compassion
You showed compassion by not sacrificing any humanoids when closing the portal to the Abyss. In addition, you managed to retrieve the Tenet of Fear and deliver it to Malana Homwell. The priestess is impressed by your dedication to Torm’s ways.

Touched by Torm
Your dedication to Torm’s ways has impressed Malana Homwell and others in the church of Torm. As a result, you are invited for an intense period of study, prayer, and reflection at the Temple of Torm’s Coming in Tantras. If you choose to attend, you emerged with a deep connection to Torm and his beliefs. You feel as though the deity has touched your very being, but what this means for your future is still unclear.
    Important: This story award is only available to characters with the Torm’s Honor, Torm’s Compassion, Torm’s Duty, and Inspired by Torm story awards. While it may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Galena Mountains,Tenets of Bane,
CCC-WWC-07,The Icy Hand of Hate,https://www.dmsguild.com/product/298152/CCCWWC07-The-Icy-Hand-of-Hate,5-10,2,"Sentinel Shield
Potion of Greater Healing
Potion of Heroism","Sentinel Shield
The shield is emblazoned with a flaming sword, which is the holy symbol of the warrior god Tempus.","Torm's Duty
Touched by Torm","Torm's Duty
You dutifully returned High Cleric Gregon Ord and the Tenet of Hate to Malana Homwell. The priestess is impressed by your dedication to Torm’s ways.

Touched by Torm
Your dedication to Torm’s ways has impressed Malana Homwell and others in the church of Torm. As a result, you are invited for an intense period of study, prayer, and reflection at the Temple of Torm’s Coming in Tantras. If you choose to attend, you emerged with a deep connection to Torm and his beliefs. You feel as though the deity has touched your very being, but what this means for your future is still unclear.
    Important: This story award is only available to characters with the Torm’s Honor, Torm’s Compassion, Torm’s Duty, and Inspired by Torm story awards. While it may have benefits in future adventures involving the Tenets of Bane, it is intended primarily for roleplaying purposes.",,Glister,Tenets of Bane,
CCC-WWC-08,Pool of Annihilation,https://www.dmsguild.com/product/298153/CCCWWC08-Pool-of-Annihilation,5-10,2,"Gloves of Missile Snaring
Mystery Key","Gloves of Missile Snaring
These gloves seem to almost meld into your hands when you don them.
","Mark of Bane
Divine Spark","Mark of Bane
You fell in battle while fighting a manifestation of Bane’s power in a demi-plane created by the deity. While your spirit was returned to your physical form unharmed, you now bear the mark of Bane somewhere on your body. The mark is a small black handprint roughly three inches by two inches in size. Whenever you are presented with an opportunity to act in a manner that aligns with Bane’s tenets of fear, hatred, or tyranny, the mark itches and burns. Whether you view this as a sign to fight against Bane’s beliefs or treat it as a call to honor his teachings is up to you.

Divine Spark
You slew a manifestation of Bane’s power in a demiplane created by the deity. When your spirit returned to your physical form, a miniscule portion of deific power went with it. In times of great anger or duress, your eyes now glow with divine radiance. The color of the luminance is up to you.",,Thentia,Tenets of Bane,
CCC-WWC-09,Defenders of Est'Ellma,https://www.dmsguild.com/product/309301/CCCWWC09-Defenders-of-EstEllma,1-4,2,"Decanter of Endless Water
Potion of Animal Friendship
Spell Scroll of Protection from Evil and Good",,,,,,,
CCC-WWC-10,Brental's Roads Scholars,https://www.dmsguild.com/product/309308/CCCWWC10-Brentals-Roads-Scholars,1-4,2,"Immovable Rod
Potion of Greater Healing
Spell Scroll of Alarm",,,,,,,
CCC-WYC-02-01,The Light of Heresy,https://www.dmsguild.com/product/335411/WYC-21-The-Light-of-Heresy,,,,,,,,,,
CCC-WYC-02-02,A Shard of Shar,https://www.dmsguild.com/product/335413/WYC-22-A-Shard-of-Shar,,,,,,,,,,
CCC-WYC-02-03,What History Leaves Behind,https://www.dmsguild.com/product/335414/WYC-23-What-History-Leaves-Behind,,,,,,,,,,
